scenario,default_rate,recovery_rate,iteration,senior_return,junior_return,equity_return,total_final_value
Large Scale (£10M),0.04,0.0,27,0.04999096,0.079985536,0.439515072,10739663.52
Large Scale (£10M),0.04,0.0,28,0.04999898,0.079998368,0.643427616,10841703.2
Large Scale (£10M),0.04,0.0,29,0.04998648,0.079978368,0.529985536,10784852.16
Large Scale (£10M),0.04,0.0,30,0.049994245,0.079990792,0.637378504,10838629.4
Large Scale (£10M),0.04,0.0,31,0.049987935,0.079980696,0.524384792,10782066.92
Large Scale (£10M),0.04,0.0,32,0.049847035,0.079755256,0.539224952,10788021.64
Large Scale (£10M),0.04,0.0,33,0.04976268,0.079620288,0.297192256,10666128.0
Large Scale (£10M),0.04,0.0,34,0.04957669,0.079322704,0.671320528,10851257.84
Large Scale (£10M),0.04,0.0,35,0.049753715,0.079605944,0.488233208,10761555.24
Large Scale (£10M),0.04,0.0,36,0.049451665,0.079122664,0.497296808,10762945.72
Large Scale (£10M),0.04,0.0,37,0.0499921,0.07998736,0.37276944,10706302.56
Large Scale (£10M),0.04,0.0,38,0.049989045,0.079982472,0.349264904,10694518.52
Large Scale (£10M),0.04,0.0,39,0.0498159,0.07970544,0.4337432,10734956.96
Large Scale (£10M),0.04,0.0,40,0.04960445,0.07936712,0.35914088,10695456.72
Large Scale (£10M),0.04,0.0,41,0.04998854,0.079981664,0.328788768,10684275.2
Large Scale (£10M),0.04,0.0,42,0.04999882,0.079998112,0.504765024,10772370.24
Large Scale (£10M),0.04,0.0,43,0.04975873,0.079613968,0.461243216,10748112.4
Large Scale (£10M),0.04,0.0,44,0.04999705,0.07999528,0.47557448,10757756.56
Large Scale (£10M),0.04,0.0,45,0.04993967,0.079903472,0.414476784,10726610.96
Large Scale (£10M),0.04,0.0,46,0.04997896,0.079966336,0.572849472,10806205.92
Large Scale (£10M),0.04,0.0,47,0.049978725,0.07996596,0.3740498,10706803.64
Large Scale (£10M),0.04,0.0,48,0.04999936,0.079998976,0.521877632,10780932.16
Large Scale (£10M),0.04,0.0,49,0.049998535,0.079997656,0.597054232,10818511.88
Large Scale (£10M),0.04,0.4,0,0.04985482,0.079767712,0.757476224,10897228.24
Large Scale (£10M),0.04,0.4,1,0.049818065,0.079708904,0.895838248,10966027.0
Large Scale (£10M),0.04,0.4,2,0.049579225,0.07932676,0.82175396,10926500.92
Large Scale (£10M),0.04,0.4,3,0.049992565,0.079988104,0.823080968,10931463.16
Large Scale (£10M),0.04,0.4,4,0.04999521,0.079992336,0.801652272,10920776.32
Large Scale (£10M),0.04,0.4,5,0.049997645,0.079996232,0.778288264,10909119.64
Large Scale (£10M),0.04,0.4,6,0.049337175,0.07893948,0.79651644,10911364.84
Large Scale (£10M),0.04,0.4,7,0.049830725,0.07972916,0.832513,10934496.04
Large Scale (£10M),0.04,0.4,8,0.04999987,0.079999792,0.773739344,10906868.32
Large Scale (£10M),0.04,0.4,9,0.04980066,0.079681056,0.902236512,10969045.12
Large Scale (£10M),0.04,0.4,10,0.049987315,0.079979704,0.719880248,10879808.2
Large Scale (£10M),0.04,0.4,11,0.04970965,0.07953544,0.81212696,10923043.84
Large Scale (£10M),0.04,0.4,12,0.04999792,0.079996672,0.695186144,10867571.44
Large Scale (£10M),0.04,0.4,13,0.049875245,0.079800392,0.766290184,10901847.64
Large Scale (£10M),0.04,0.4,14,0.0498506,0.07976096,0.72992224,10883407.36
Large Scale (£10M),0.04,0.4,15,0.04999186,0.079986976,0.771659552,10905745.12
Large Scale (£10M),0.04,0.4,16,0.049735005,0.079576008,0.696369576,10865428.84
Large Scale (£10M),0.04,0.4,17,0.04999989,0.079999824,0.795375888,10917686.8
Large Scale (£10M),0.04,0.4,18,0.049625315,0.079400504,0.734541208,10883373.88
Large Scale (£10M),0.04,0.4,19,0.0499881,0.07998096,0.70691424,10873333.36
Large Scale (£10M),0.04,0.4,20,0.049978325,0.07996532,0.79877236,10919160.76
Large Scale (£10M),0.04,0.4,21,0.049989715,0.079983544,0.768024248,10903905.16
Large Scale (£10M),0.04,0.4,22,0.04927219,0.078835504,0.860234288,10942547.92
Large Scale (£10M),0.04,0.4,23,0.049990185,0.079984296,0.706871592,10873333.72
Large Scale (£10M),0.04,0.4,24,0.049999955,0.079999928,0.742796056,10891397.56
Large Scale (£10M),0.04,0.4,25,0.049998905,0.079998248,0.855578536,10947777.88
Large Scale (£10M),0.04,0.4,26,0.049348815,0.078958104,0.813845208,10920150.28
Large Scale (£10M),0.04,0.4,27,0.049999195,0.079998712,0.787271384,10913627.32
Large Scale (£10M),0.04,0.4,28,0.04999112,0.079985792,0.776751424,10908283.36
Large Scale (£10M),0.04,0.4,29,0.049976135,0.079961816,0.820200472,10929852.04
Large Scale (£10M),0.04,0.4,30,0.04998978,0.079983648,0.677864736,10858826.08
Large Scale (£10M),0.04,0.4,31,0.04989523,0.079832368,0.889324496,10963572.64
Large Scale (£10M),0.04,0.4,32,0.04938212,0.079011392,0.773654944,10900401.52
Large Scale (£10M),0.04,0.4,33,0.04988332,0.079813312,0.716988224,10877280.64
Large Scale (£10M),0.04,0.4,34,0.04999729,0.079995664,0.680699888,10860321.76
Large Scale (£10M),0.04,0.4,35,0.049956665,0.079930664,0.648725608,10843912.12
Large Scale (£10M),0.04,0.4,36,0.04964626,0.079434016,0.833779712,10933210.96
Large Scale (£10M),0.04,0.4,37,0.04943358,0.079093728,0.870483456,10949350.96
Large Scale (£10M),0.04,0.4,38,0.04999654,0.079994464,0.757193888,10898560.96
Large Scale (£10M),0.04,0.4,39,0.049996455,0.079994328,0.816387096,10928156.68
Large Scale (£10M),0.04,0.4,40,0.049803905,0.079686248,0.915060136,10975490.68
Large Scale (£10M),0.04,0.4,41,0.049963415,0.079941464,0.816057208,10927648.12
Large Scale (£10M),0.04,0.4,42,0.04999501,0.079992016,0.851905712,10945900.96
Large Scale (£10M),0.04,0.4,43,0.049999835,0.079999736,0.799717432,10919857.0
Large Scale (£10M),0.04,0.4,44,0.049997155,0.079995448,0.797674616,10918807.72
Large Scale (£10M),0.04,0.4,45,0.04999927,0.079998832,0.818027504,10929006.16
Large Scale (£10M),0.04,0.4,46,0.04979878,0.079678048,0.826782656,10931298.64
Large Scale (£10M),0.04,0.4,47,0.04999597,0.079993552,0.684897584,10862406.88
Large Scale (£10M),0.04,0.4,48,0.04944836,0.079117376,0.739131232,10883828.56
Large Scale (£10M),0.04,0.4,49,0.049995715,0.079993144,0.731936888,10885923.88
Low Spread (9%),0.04,0.0,0,0.0498864,0.07981824,-0.23997052,1039883.33
Low Spread (9%),0.04,0.0,1,0.04998015,0.07996824,-0.19457492,1042250.61
Low Spread (9%),0.04,0.0,2,0.0494825,0.079172,-0.3055148,1036186.06
Low Spread (9%),0.04,0.0,3,0.04998005,0.07996808,-0.12392264,1045783.12
Low Spread (9%),0.04,0.0,4,0.0489825,0.078372,-0.1128164,1045300.98
Low Spread (9%),0.04,0.0,5,0.049844,0.0797504,-0.1986282,1041906.35
Low Spread (9%),0.04,0.0,6,0.0499673,0.07994768,-0.26551124,1038690.43
Low Spread (9%),0.04,0.0,7,0.04997325,0.0799572,0.6921442,1086579.39
Low Spread (9%),0.04,0.0,8,0.04982655,0.07972248,-0.17864124,1042887.55
Low Spread (9%),0.04,0.0,9,0.0493861,0.07901776,0.20900412,1061811.75
Low Spread (9%),0.04,0.0,10,0.04888705,0.022512946666666665,-0.33769524,1025601.82
Low Spread (9%),0.04,0.0,11,0.04939305,0.07902888,-0.10245584,1046245.98
Low Spread (9%),0.04,0.0,12,0.04989595,0.07983352,-0.15925256,1043929.16
Low Spread (9%),0.04,0.0,13,0.04910135,0.07856216,0.07123812,1054627.31
Low Spread (9%),0.04,0.0,14,0.0498628,0.07978048,0.39950076,1071832.35
Low Spread (9%),0.04,0.0,15,0.0499166,0.07986656,-0.30606688,1036609.92
Low Spread (9%),0.04,0.0,16,0.0499226,0.07987616,-0.06312368,1048763.32
Low Spread (9%),0.04,0.0,17,0.048742,0.0779872,0.0956202,1055472.69
Low Spread (9%),0.04,0.0,18,0.04974555,0.07959288,0.31795236,1067632.99
Low Spread (9%),0.04,0.0,19,0.049964,0.0799424,0.4467972,1074302.42
Low Spread (9%),0.04,0.0,20,0.0498901,0.07982416,-0.19169268,1042301.07
Low Spread (9%),0.04,0.0,21,0.0499316,0.07989056,-0.20989708,1041434.01
Low Spread (9%),0.04,0.0,22,0.04844235,0.07750776,0.32216732,1066488.41
Low Spread (9%),0.04,0.0,23,0.04921055,0.023747213333333333,-0.33963684,1025948.68
Low Spread (9%),0.04,0.0,24,0.0499674,-0.09733616,-0.37765152,1006490.92
Low Spread (9%),0.04,0.0,25,0.04987515,0.07980024,0.11807608,1057773.96
Low Spread (9%),0.04,0.0,26,0.04955225,0.05489193333333333,-0.3336306,1031194.06
Low Spread (9%),0.04,0.0,27,0.04991685,0.07986696,0.28521832,1066174.44
Low Spread (9%),0.04,0.0,28,0.0499928,0.07998848,0.02300696,1053142.86
Low Spread (9%),0.04,0.0,29,0.04985895,0.07977432,0.04011284,1053858.95
Low Spread (9%),0.04,0.0,30,0.04988985,-0.00405724,-0.35192088,1021707.25
Low Spread (9%),0.04,0.0,31,0.0481058,0.07696928,0.25537956,1062799.01
Low Spread (9%),0.04,0.0,32,0.04947205,0.07915528,0.17019856,1059960.86
Low Spread (9%),0.04,0.0,33,0.04770295,0.07632472,-0.00994576,1049113.78
Low Spread (9%),0.04,0.0,34,0.04857695,0.07772312,0.18039864,1059539.96
Low Spread (9%),0.04,0.0,35,0.04919605,0.07871368,-0.17749924,1042288.93
Low Spread (9%),0.04,0.0,36,0.04936425,0.0789828,0.362253,1069451.47
Low Spread (9%),0.04,0.0,37,0.0488207,0.07811312,0.00288024,1050917.54
Low Spread (9%),0.04,0.0,38,0.04931955,0.057601613333333336,-0.33126264,1031532.75
Low Spread (9%),0.04,0.0,39,0.0485633,0.07770128,-0.25373784,1037818.94
Low Spread (9%),0.04,0.0,40,0.049894,0.0798304,-0.0183452,1050972.5
Low Spread (9%),0.04,0.0,41,0.04898075,0.0783692,-0.0924382,1046318.07
Low Spread (9%),0.04,0.0,42,0.04995695,0.07993112,0.36201884,1070056.17
Low Spread (9%),0.04,0.0,43,0.04888415,0.07821464,0.10983628,1056331.33
Low Spread (9%),0.04,0.0,44,0.04988155,0.024260813333333332,-0.34421664,1026333.53
Low Spread (9%),0.04,0.0,45,0.0495126,0.07093749333333334,-0.32901948,1033799.73
Low Spread (9%),0.04,0.0,46,0.04927465,-0.056422893333333335,-0.36173352,1012869.61
Low Spread (9%),0.04,0.0,47,0.0499307,0.03606045333333333,-0.34137636,1028284.81
Low Spread (9%),0.04,0.0,48,0.049986,0.0799776,-0.096822,1047144.34
Low Spread (9%),0.04,0.0,49,0.04987865,0.06763684,-0.33248472,1033424.21
Low Spread (9%),0.04,0.4,0,0.04973055,0.07956888,0.06446916,1054943.23
Low Spread (9%),0.04,0.4,1,0.0483647,0.07738352,-0.01614236,1049492.17
Low Spread (9%),0.04,0.4,2,0.04998525,0.0799764,0.0905034,1056509.83
Low Spread (9%),0.04,0.4,3,0.0499364,0.07989824,0.24080188,1063973.95
Low Spread (9%),0.04,0.4,4,0.04997105,0.07995368,-0.02158904,1050890.44
Low Spread (9%),0.04,0.4,5,0.0498462,0.07975392,0.00647304,1052163.7
Low Spread (9%),0.04,0.4,6,0.0497679,0.07962864,0.03151668,1053334.45
Low Spread (9%),0.04,0.4,7,0.0484025,0.077444,0.1254406,1056610.63
Low Spread (9%),0.04,0.4,8,0.0488567,0.07817072,0.41056624,1071339.28
Low Spread (9%),0.04,0.4,9,0.0498305,0.0797288,0.3469978,1069173.61
Low Spread (9%),0.04,0.4,10,0.0499199,0.07987184,-0.04433612,1049699.89
Low Spread (9%),0.04,0.4,11,0.0481526,0.07704416,0.10291552,1055224.48
Low Spread (9%),0.04,0.4,12,0.04991905,0.07987048,0.14682236,1059256.93
Low Spread (9%),0.04,0.4,13,0.0499483,0.07991728,0.09511676,1056702.07
Low Spread (9%),0.04,0.4,14,0.0495261,0.07924176,0.11823132,1057418.71
Low Spread (9%),0.04,0.4,15,0.0496861,0.07949776,0.42144812,1072745.95
Low Spread (9%),0.04,0.4,16,0.0499717,0.07995472,0.53525084,1078733.11
Low Spread (9%),0.04,0.4,17,0.0496014,0.07936224,0.17941968,1060556.44
Low Spread (9%),0.04,0.4,18,0.04973535,0.07957656,0.00117252,1051783.39
Low Spread (9%),0.04,0.4,19,0.04929005,0.07886408,0.22847956,1062685.63
Low Spread (9%),0.04,0.4,20,0.04911735,0.07858776,0.41208552,1071686.32
Low Spread (9%),0.04,0.4,21,0.04783385,0.07653416,0.28815172,1064154.79
Low Spread (9%),0.04,0.4,22,0.04833155,0.07733048,0.11546116,1056037.87
Low Spread (9%),0.04,0.4,23,0.04981225,0.0796996,-0.0122314,1051193.17
Low Spread (9%),0.04,0.4,24,0.0490535,0.0784856,0.1289602,1057463.65
Low Spread (9%),0.04,0.4,25,0.04991985,0.07987176,0.34646532,1069239.91
Low Spread (9%),0.04,0.4,26,0.0498623,0.07977968,0.18566236,1061139.91
Low Spread (9%),0.04,0.4,27,0.0474243,0.07587888,0.27450216,1063046.38
Low Spread (9%),0.04,0.4,28,0.04855755,0.07769208,0.21292956,1061146.33
Low Spread (9%),0.04,0.4,29,0.0499246,0.07987936,0.05361872,1054602.52
Low Spread (9%),0.04,0.4,30,0.0489266,0.07828256,0.31126132,1066446.73
Low Spread (9%),0.04,0.4,31,0.04989185,0.07982696,0.12325252,1058050.15
Low Spread (9%),0.04,0.4,32,0.04993635,0.07989816,0.48689652,1076278.63
Low Spread (9%),0.04,0.4,33,0.04820695,0.07713112,0.03530744,1051900.6
Low Spread (9%),0.04,0.4,34,0.0493305,0.0789288,0.3698268,1069795.06
Low Spread (9%),0.04,0.4,35,0.049976,0.0799616,0.1016098,1057055.53
Low Spread (9%),0.04,0.4,36,0.04944095,0.07910552,0.06233044,1054535.11
Low Spread (9%),0.04,0.4,37,0.04996275,0.0799404,0.0204852,1052985.52
Low Spread (9%),0.04,0.4,38,0.0498616,0.07977856,0.18095972,1060904.05
Low Spread (9%),0.04,0.4,39,0.0498374,0.07973984,0.31165048,1067413.42
Low Spread (9%),0.04,0.4,40,0.0498113,0.07969808,0.65644696,1084626.1
Low Spread (9%),0.04,0.4,41,0.049975,0.07996,0.5338658,1078667.29
Low Spread (9%),0.04,0.4,42,0.04991425,0.0798628,0.1421954,1059020.59
Low Spread (9%),0.04,0.4,43,0.049102,0.0785632,0.3863222,1070382.19
Low Spread (9%),0.04,0.4,44,0.0498184,0.07970944,0.42140288,1072881.28
Low Spread (9%),0.04,0.4,45,0.04991325,0.0798612,-0.0321276,1050303.4
Low Spread (9%),0.04,0.4,46,0.0489012,0.07824192,0.24662244,1063188.37
Low Spread (9%),0.04,0.4,47,0.0498223,0.07971568,0.64435976,1084033.18
Low Spread (9%),0.04,0.4,48,0.0497314,0.04839690666666667,-0.40193292,1026948.01
Low Spread (9%),0.04,0.4,49,0.0499471,0.07991536,0.35837492,1069863.73
